"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.21, 2021"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A1101","","F1101","","F1102",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","Annotation","F1101_(Population census) Population in labour force[person]","Annotation","F1102_(Population census) Number of employed persons[person]","Annotation"
"2015100000","2015","04301","Miyagi-ken Zao-machi","","12,316","","6,433","","6,165",""
"2015100000","2015","04302","Miyagi-ken Shichikashuku-machi","","1,461","","633","","612",""
"2015100000","2015","04321","Miyagi-ken Ogawara-machi","","23,798","","11,737","","11,200",""
"2015100000","2015","04322","Miyagi-ken Murata-machi","","11,501","","6,043","","5,658",""
"2015100000","2015","04323","Miyagi-ken Shibata-machi","","39,525","","19,295","","17,946",""
"2015100000","2015","04324","Miyagi-ken Kawasaki-machi","","9,167","","4,988","","4,755",""
"2015100000","2015","04341","Miyagi-ken Marumori-machi","","13,972","","7,046","","6,704",""
"2015100000","2015","04361","Miyagi-ken Watari-cho","","33,589","","17,059","","16,137",""
"2015100000","2015","04362","Miyagi-ken Yamamoto-cho","","12,315","","6,044","","5,678",""
"2015100000","2015","04401","Miyagi-ken Matsushima-machi","","14,421","","7,238","","6,755",""
"2015100000","2015","04404","Miyagi-ken Shichigahama-machi","","18,652","","9,339","","8,647",""
"2015100000","2015","04406","Miyagi-ken Rifu-cho","","35,835","","18,425","","17,643",""
"2015100000","2015","04421","Miyagi-ken Taiwa-cho","","28,244","","14,594","","13,990",""
"2015100000","2015","04422","Miyagi-ken Osato-cho","","8,370","","4,357","","4,172",""
"2015100000","2015","04424","Miyagi-ken Ohira-mura","","5,703","","3,046","","2,951",""
"2015100000","2015","04444","Miyagi-ken Shikama-cho","","7,238","","3,934","","3,827",""
"2015100000","2015","04445","Miyagi-ken Kami-machi","","23,743","","12,782","","12,266",""
"2015100000","2015","04501","Miyagi-ken Wakuya-cho","","16,701","","8,642","","8,169",""
"2015100000","2015","04505","Miyagi-ken Misato-machi","","24,852","","12,722","","12,192",""
"2015100000","2015","04581","Miyagi-ken Onagawa-cho","","6,334","","3,505","","3,388",""
"2015100000","2015","04606","Miyagi-ken Minamisanriku-cho","","12,370","","6,475","","6,244",""
"2015100000","2015","05201","Akita-ken Akita-shi","","315,814","","147,186","","140,707",""
"2015100000","2015","05202","Akita-ken Noshiro-shi","","54,730","","26,149","","24,749",""
"2015100000","2015","05203","Akita-ken Yokote-shi","","92,197","","48,551","","46,718",""
"2015100000","2015","05204","Akita-ken Odate-shi","","74,175","","36,017","","34,370",""
"2015100000","2015","05206","Akita-ken Oga-shi","","28,375","","13,396","","12,634",""
"2015100000","2015","05207","Akita-ken Yuzawa-shi","","46,613","","23,871","","22,848",""
"2015100000","2015","05209","Akita-ken Kazuno-shi","","32,038","","16,385","","15,637",""
"2015100000","2015","05210","Akita-ken Yurihonjo-shi","","79,927","","40,476","","38,878",""
"2015100000","2015","05211","Akita-ken Katagami-shi","","33,083","","16,357","","15,490",""
"2015100000","2015","05212","Akita-ken Daisen-shi","","82,783","","43,126","","41,500",""
"2015100000","2015","05213","Akita-ken Kitaakita-shi","","33,224","","15,984","","15,291",""
"2015100000","2015","05214","Akita-ken Nikaho-shi","","25,324","","12,832","","12,300",""
"2015100000","2015","05215","Akita-ken Semboku-shi","","27,523","","14,146","","13,499",""
"2015100000","2015","05303","Akita-ken Kosaka-machi","","5,339","","2,520","","2,397",""
"2015100000","2015","05327","Akita-ken Kamikoani-mura","","2,381","","1,001","","960",""
"2015100000","2015","05346","Akita-ken Fujisato-machi","","3,359","","1,558","","1,506",""
"2015100000","2015","05348","Akita-ken Mitane-cho","","17,078","","8,779","","8,386",""
"2015100000","2015","05349","Akita-ken Happou-cho","","7,309","","3,783","","3,643",""
"2015100000","2015","05361","Akita-ken Gojome-machi","","9,463","","4,567","","4,321",""
"2015100000","2015","05363","Akita-ken Hachirogata-machi","","6,080","","3,062","","2,915",""
"2015100000","2015","05366","Akita-ken Ikawa-machi","","4,986","","2,512","","2,413",""
"2015100000","2015","05368","Akita-ken Ogata-mura","","3,110","","2,032","","2,015",""
"2015100000","2015","05434","Akita-ken Misato-cho","","20,279","","10,897","","10,549",""
"2015100000","2015","05463","Akita-ken Ugo-machi","","15,319","","8,203","","7,823",""
"2015100000","2015","05464","Akita-ken Higashinaruse-mura","","2,610","","1,368","","1,318",""
"2015100000","2015","06201","Yamagata-ken Yamagata-shi","","253,832","","126,648","","121,849",""
"2015100000","2015","06202","Yamagata-ken Yonezawa-shi","","85,953","","43,013","","41,423",""
"2015100000","2015","06203","Yamagata-ken Tsuruoka-shi","","129,652","","67,162","","64,816",""
"2015100000","2015","06204","Yamagata-ken Sakata-shi","","106,244","","55,106","","52,964",""
"2015100000","2015","06205","Yamagata-ken Shinjo-shi","","36,894","","19,109","","18,433",""
"2015100000","2015","06206","Yamagata-ken Sagae-shi","","41,256","","22,203","","21,445",""
"2015100000","2015","06207","Yamagata-ken Kaminoyama-shi","","31,569","","16,379","","15,814",""
"2015100000","2015","06208","Yamagata-ken Murayama-shi","","24,684","","13,067","","12,545",""
"2015100000","2015","06209","Yamagata-ken Nagai-shi","","27,757","","14,350","","13,919",""
"2015100000","2015","06210","Yamagata-ken Tendo-shi","","62,194","","33,148","","31,877",""
"2015100000","2015","06211","Yamagata-ken Higashine-shi","","47,768","","26,317","","25,281",""
"2015100000","2015","06212","Yamagata-ken Obanazawa-shi","","16,953","","9,272","","8,995",""
"2015100000","2015","06213","Yamagata-ken Nanyo-shi","","32,285","","17,065","","16,419",""
"2015100000","2015","06301","Yamagata-ken Yamanobe-machi","","14,369","","7,462","","7,188",""
"2015100000","2015","06302","Yamagata-ken Nakayama-machi","","11,363","","6,103","","5,830",""
"2015100000","2015","06321","Yamagata-ken Kahoku-cho","","18,952","","10,141","","9,807",""
"2015100000","2015","06322","Yamagata-ken Nishikawa-machi","","5,636","","2,863","","2,756",""
"2015100000","2015","06323","Yamagata-ken Asahi-machi","","7,119","","3,874","","3,750",""
"2015100000","2015","06324","Yamagata-ken Oe-machi","","8,472","","4,524","","4,369",""
"2015100000","2015","06341","Yamagata-ken Oishida-machi","","7,357","","3,984","","3,873",""
"2015100000","2015","06361","Yamagata-ken Kaneyama-machi","","5,829","","3,102","","2,988",""
"2015100000","2015","06362","Yamagata-ken Mogami-machi","","8,902","","4,713","","4,597",""
"2015100000","2015","06363","Yamagata-ken Funagata-machi","","5,631","","2,821","","2,727",""
"2015100000","2015","06364","Yamagata-ken Mamurogawa-machi","","8,137","","4,194","","4,029",""
"2015100000","2015","06365","Yamagata-ken Okura-mura","","3,412","","1,903","","1,862",""
"2015100000","2015","06366","Yamagata-ken Sakegawa-mura","","4,317","","2,361","","2,305",""
"2015100000","2015","06367","Yamagata-ken Tozawa-mura","","4,773","","2,448","","2,343",""
"2015100000","2015","06381","Yamagata-ken Takahata-machi","","23,882","","13,206","","12,775",""
"2015100000","2015","06382","Yamagata-ken Kawanishi-machi","","15,751","","8,453","","8,159",""
"2015100000","2015","06401","Yamagata-ken Oguni-machi","","7,868","","3,847","","3,744",""
"2015100000","2015","06402","Yamagata-ken Shirataka-machi","","14,175","","7,312","","7,084",""
"2015100000","2015","06403","Yamagata-ken Iide-machi","","7,304","","3,929","","3,831",""
"2015100000","2015","06426","Yamagata-ken Mikawa-machi","","7,728","","4,069","","3,941",""
"2015100000","2015","06428","Yamagata-ken Shonai-machi","","21,666","","11,532","","11,152",""
"2015100000","2015","06461","Yamagata-ken Yuza-machi","","14,207","","7,460","","7,197",""
"2015100000","2015","07201","Fukushima-ken Fukushima-shi","","294,247","","146,074","","140,435",""
"2015100000","2015","07202","Fukushima-ken Aizuwakamatsu-shi","","124,062","","60,772","","57,236",""
"2015100000","2015","07203","Fukushima-ken Koriyama-shi","","335,444","","163,886","","156,056",""
"2015100000","2015","07204","Fukushima-ken Iwaki-shi","","350,237","","167,830","","160,151",""
"2015100000","2015","07205","Fukushima-ken Shirakawa-shi","","61,913","","31,757","","30,526",""
"2015100000","2015","07207","Fukushima-ken Sukagawa-shi","","77,441","","40,117","","38,610",""
"2015100000","2015","07208","Fukushima-ken Kitakata-shi","","49,377","","24,645","","23,766",""
"2015100000","2015","07209","Fukushima-ken Soma-shi","","38,556","","19,594","","18,709",""
"2015100000","2015","07210","Fukushima-ken Nihonmatsu-shi","","58,162","","31,002","","29,531",""
"2015100000","2015","07211","Fukushima-ken Tamura-shi","","38,503","","20,948","","20,022",""
"2015100000","2015","07212","Fukushima-ken Minamisoma-shi","","57,797","","30,587","","28,949",""
"2015100000","2015","07213","Fukushima-ken Date-shi","","62,400","","33,209","","31,746",""
"2015100000","2015","07214","Fukushima-ken Motomiya-shi","","30,924","","16,394","","15,355",""
"2015100000","2015","07301","Fukushima-ken Kori-machi","","12,271","","6,384","","6,089",""
"2015100000","2015","07303","Fukushima-ken Kunimi-machi","","9,512","","5,038","","4,784",""
"2015100000","2015","07308","Fukushima-ken Kawamata-machi","","14,452","","7,251","","6,993",""
"2015100000","2015","07322","Fukushima-ken Otama-mura","","8,679","","4,751","","4,585",""
"2015100000","2015","07342","Fukushima-ken Kagamiishi-machi","","12,486","","6,652","","6,218",""
"2015100000","2015","07344","Fukushima-ken Tenei-mura","","5,611","","3,041","","2,934",""
"2015100000","2015","07362","Fukushima-ken Shimogo-machi","","5,800","","3,230","","3,139",""
"2015100000","2015","07364","Fukushima-ken Hinoemata-mura","","615","","381","","381",""
"2015100000","2015","07367","Fukushima-ken Tadami-machi","","4,470","","2,219","","2,173",""
"2015100000","2015","07368","Fukushima-ken Minamiaizu-machi","","16,264","","8,497","","8,276",""
"2015100000","2015","07402","Fukushima-ken Kitashiobara-mura","","2,831","","1,654","","1,624",""
"2015100000","2015","07405","Fukushima-ken Nishiaizu-machi","","6,582","","3,358","","3,236",""
"2015100000","2015","07407","Fukushima-ken Bandai-machi","","3,579","","1,819","","1,756",""
"2015100000","2015","07408","Fukushima-ken Inawashiro-machi","","15,037","","7,686","","7,453",""
"2015100000","2015","07421","Fukushima-ken Aizubange-machi","","16,303","","8,869","","8,559",""
"2015100000","2015","07422","Fukushima-ken Yugawa-mura","","3,206","","1,805","","1,751",""
"2015100000","2015","07423","Fukushima-ken Yanaizu-machi","","3,536","","1,730","","1,654",""
"2015100000","2015","07444","Fukushima-ken Mishima-machi","","1,668","","753","","726",""
"2015100000","2015","07445","Fukushima-ken Kaneyama-machi","","2,189","","894","","875",""
"2015100000","2015","07446","Fukushima-ken Showa-mura","","1,322","","653","","637",""
"2015100000","2015","07447","Fukushima-ken Aizumisato-machi","","20,913","","11,023","","10,592",""
"2015100000","2015","07461","Fukushima-ken Nishigo-mura","","20,322","","10,656","","10,270",""
"2015100000","2015","07464","Fukushima-ken Izumizaki-mura","","6,495","","3,525","","3,410",""
"2015100000","2015","07465","Fukushima-ken Nakajima-mura","","5,001","","2,960","","2,885",""
"2015100000","2015","07466","Fukushima-ken Yabuki-machi","","17,370","","8,753","","8,431",""
"2015100000","2015","07481","Fukushima-ken Tanagura-machi","","14,295","","7,732","","7,507",""
"2015100000","2015","07482","Fukushima-ken Yamatsuri-machi","","5,950","","3,061","","2,947",""
"2015100000","2015","07483","Fukushima-ken Hanawa-machi","","9,157","","4,944","","4,802",""
"2015100000","2015","07484","Fukushima-ken Samegawa-mura","","3,577","","1,978","","1,887",""
"2015100000","2015","07501","Fukushima-ken Ishikawa-machi","","15,880","","8,290","","7,776",""
"2015100000","2015","07502","Fukushima-ken Tamakawa-mura","","6,777","","3,882","","3,762",""
"2015100000","2015","07503","Fukushima-ken Hirata-mura","","6,505","","3,631","","3,508",""
"2015100000","2015","07504","Fukushima-ken Asakawa-machi","","6,577","","3,493","","3,352",""
"2015100000","2015","07505","Fukushima-ken Furudono-machi","","5,373","","2,892","","2,780",""
"2015100000","2015","07521","Fukushima-ken Miharu-machi","","18,304","","9,540","","9,141",""
"2015100000","2015","07522","Fukushima-ken Ono-machi","","10,475","","5,686","","5,503",""
"2015100000","2015","07541","Fukushima-ken Hirono-machi","","4,319","","2,739","","2,659",""
"2015100000","2015","07542","Fukushima-ken Naraha-machi","","975","","769","","759",""
"2015100000","2015","07543","Fukushima-ken Tomioka-machi","","0","","0","","0",""
"2015100000","2015","07544","Fukushima-ken Kawauchi-mura","","2,021","","1,202","","1,146",""
"2015100000","2015","07545","Fukushima-ken Okuma-machi","","0","","0","","0",""
"2015100000","2015","07546","Fukushima-ken Futaba-machi","","0","","0","","0",""
"2015100000","2015","07547","Fukushima-ken Namie-machi","","0","","0","","0",""
"2015100000","2015","07548","Fukushima-ken Katsurao-mura","","18","","10","","10",""
"2015100000","2015","07561","Fukushima-ken Shinchi-machi","","8,218","","4,245","","4,071",""
"2015100000","2015","07564","Fukushima-ken Iitate-mura","","41","","0","","0",""
"2015100000","2015","08201","Ibaraki-ken Mito-shi","","270,783","","133,183","","127,846",""
"2015100000","2015","08202","Ibaraki-ken Hitachi-shi","","185,054","","81,699","","76,765",""
"2015100000","2015","08203","Ibaraki-ken Tsuchiura-shi","","140,804","","71,479","","67,939",""
"2015100000","2015","08204","Ibaraki-ken Koga-shi","","140,946","","74,038","","69,938",""
"2015100000","2015","08205","Ibaraki-ken Ishioka-shi","","76,020","","38,485","","36,849",""
"2015100000","2015","08207","Ibaraki-ken Yuki-shi","","51,594","","26,981","","25,657",""
"2015100000","2015","08208","Ibaraki-ken Ryugasaki-shi","","78,342","","37,973","","36,124",""
"2015100000","2015","08210","Ibaraki-ken Shimotsuma-shi","","43,293","","23,356","","22,200",""
"2015100000","2015","08211","Ibaraki-ken Joso-shi","","61,483","","31,202","","29,938",""
"2015100000","2015","08212","Ibaraki-ken Hitachiota-shi","","52,294","","26,025","","24,914",""
"2015100000","2015","08214","Ibaraki-ken Takahagi-shi","","29,638","","14,361","","13,552",""
"2015100000","2015","08215","Ibaraki-ken Kitaibaraki-shi","","44,412","","22,160","","21,070",""
"2015100000","2015","08216","Ibaraki-ken Kasama-shi","","76,739","","39,194","","37,563",""
"2015100000","2015","08217","Ibaraki-ken Toride-shi","","106,570","","51,588","","48,983",""
"2015100000","2015","08219","Ibaraki-ken Ushiku-shi","","84,317","","40,751","","39,112",""
"2015100000","2015","08220","Ibaraki-ken Tsukuba-shi","","226,963","","108,106","","104,770",""
"2015100000","2015","08221","Ibaraki-ken Hitachinaka-shi","","155,689","","78,027","","74,838",""
"2015100000","2015","08222","Ibaraki-ken Kashima-shi","","67,879","","32,243","","30,841",""
"2015100000","2015","08223","Ibaraki-ken Itako-shi","","29,111","","15,422","","14,224",""
"2015100000","2015","08224","Ibaraki-ken Moriya-shi","","64,753","","33,387","","32,243",""
"2015100000","2015","08225","Ibaraki-ken Hitachiomiya-shi","","42,587","","21,389","","20,344",""
"2015100000","2015","08226","Ibaraki-ken Naka-shi","","54,276","","27,164","","26,120",""
"2015100000","2015","08227","Ibaraki-ken Chikusei-shi","","104,573","","54,617","","51,786",""
"2015100000","2015","08228","Ibaraki-ken Bando-shi","","54,087","","29,662","","28,266",""
"2015100000","2015","08229","Ibaraki-ken Inashiki-shi","","42,810","","21,595","","20,701",""
"2015100000","2015","08230","Ibaraki-ken Kasumigaura-shi","","42,147","","22,462","","21,264",""
"2015100000","2015","08231","Ibaraki-ken Sakuragawa-shi","","42,632","","22,198","","21,131",""
"2015100000","2015","08232","Ibaraki-ken Kamisu-shi","","94,522","","49,068","","46,946",""
"2015100000","2015","08233","Ibaraki-ken Namegata-shi","","34,909","","19,965","","19,200",""
"2015100000","2015","08234","Ibaraki-ken Hokota-shi","","48,147","","26,482","","25,364",""
"2015100000","2015","08235","Ibaraki-ken Tsukubamirai-shi","","49,136","","25,190","","24,181",""
"2015100000","2015","08236","Ibaraki-ken Omitama-shi","","50,911","","27,411","","26,295",""
"2015100000","2015","08302","Ibaraki-ken Ibaraki-machi","","32,921","","17,322","","16,593",""
"2015100000","2015","08309","Ibaraki-ken Oarai-machi","","16,886","","8,882","","8,435",""
"2015100000","2015","08310","Ibaraki-ken Shirosato-machi","","19,800","","10,810","","10,393",""
"2015100000","2015","08341","Ibaraki-ken Tokai-mura","","37,713","","18,071","","17,440",""
"2015100000","2015","08364","Ibaraki-ken Daigo-machi","","18,053","","9,191","","8,855",""
"2015100000","2015","08442","Ibaraki-ken Miho-mura","","15,842","","8,349","","7,821",""
"2015100000","2015","08443","Ibaraki-ken Ami-machi","","47,535","","24,319","","23,297",""
"2015100000","2015","08447","Ibaraki-ken Kawachi-machi","","9,168","","4,988","","4,678",""
"2015100000","2015","08521","Ibaraki-ken Yachiyo-machi","","22,021","","12,228","","11,786",""
"2015100000","2015","08542","Ibaraki-ken Goka-machi","","8,786","","4,870","","4,635",""
"2015100000","2015","08546","Ibaraki-ken Sakai-machi","","24,517","","13,536","","13,014",""
"2015100000","2015","08564","Ibaraki-ken Tone-machi","","16,313","","7,147","","6,773",""
"2015100000","2015","09201","Tochigi-ken Utsunomiya-shi","","518,594","","252,213","","242,002",""
"2015100000","2015","09202","Tochigi-ken Ashikaga-shi","","149,452","","75,490","","71,758",""
"2015100000","2015","09203","Tochigi-ken Tochigi-shi","","159,211","","81,069","","77,548",""
"2015100000","2015","09204","Tochigi-ken Sano-shi","","118,919","","61,262","","58,152",""
"2015100000","2015","09205","Tochigi-ken Kanuma-shi","","98,374","","52,283","","49,685",""
"2015100000","2015","09206","Tochigi-ken Nikko-shi","","83,386","","44,122","","42,290",""
"2015100000","2015","09208","Tochigi-ken Oyama-shi","","166,760","","83,723","","80,022",""
"2015100000","2015","09209","Tochigi-ken Moka-shi","","79,539","","42,556","","40,787",""
"2015100000","2015","09210","Tochigi-ken Ohtawara-shi","","75,457","","38,339","","36,811",""
"2015100000","2015","09211","Tochigi-ken Yaita-shi","","33,354","","17,309","","16,422",""
"2015100000","2015","09213","Tochigi-ken Nasushiobara-shi","","117,146","","62,274","","59,869",""
"2015100000","2015","09214","Tochigi-ken Sakura-shi","","44,901","","22,524","","21,419",""
"2015100000","2015","09215","Tochigi-ken Nasukarasuyama-shi","","27,047","","14,202","","13,488",""
"2015100000","2015","09216","Tochigi-ken Shimotsuke-shi","","59,431","","31,257","","29,912",""
"2015100000","2015","09301","Tochigi-ken Kaminokawa-machi","","31,046","","17,185","","16,583",""
"2015100000","2015","09342","Tochigi-ken Mashiko-machi","","23,281","","12,502","","11,991",""
"2015100000","2015","09343","Tochigi-ken Motegi-machi","","13,188","","6,914","","6,638",""
"2015100000","2015","09344","Tochigi-ken Ichikai-machi","","11,720","","6,530","","6,299",""
"2015100000","2015","09345","Tochigi-ken Haga-machi","","15,189","","8,346","","8,054",""
"2015100000","2015","09361","Tochigi-ken Mibu-machi","","39,951","","20,714","","19,919",""
"2015100000","2015","09364","Tochigi-ken Nogi-machi","","25,292","","13,052","","12,415",""
